Job Title,Company,Date,Location,Skills,Link,Salary,Responsibilities
Computer Software Developer,Industrial Modernisation Centre (IMC) -,7 days ago,"Nasr City, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Computer Science · Information Technology (IT) · Software Development · Software Engineering,https://wuzzuf.net/jobs/p/pkscdyrd5uo5-computer-software-developer-industrial-modernisation-centre-imc-cairo-egypt,Confidential,Bachelor’s degree in Computer Science or a related field. / 3 to 5 years of experience in software development. / Experience in developing applications using Oracle Forms. / Proficiency in Python programming and the Django framework. / Experience in developing web applications using PHP. / Strong knowledge of databases and writing queries using SQL. / Experience in developing user interfaces using HTML / CSS / JavaScript. / Proficiency in using Bootstrap for responsive design. / Strong problem-solving and analytical skills. / Ability to work effectively within a team. / Proficiency in both Arabic and English.
Software Engineer,Confidential -,4 days ago,"Mohandessin, Giza, Egypt",Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Agile · Computer Science · Information Technology (IT) · Software Development Life Cycle (SDLC) · Problem-solving · Object-Oriented Programming (OOP) · Data Structures · Algorithms · Version Control (Git),https://wuzzuf.net/jobs/p/5m1tjs1jg0i1-software-engineer-giza-egypt,Confidential,"Bachelor's degree in Computer Science, Software Engineering, or related field / Proficiency in at least one programming language (e.g., Python, JavaScript, Java, etc.) / Familiarity with AI coding assistants and prompt engineering / Basic understanding of software testing methodologies (manual and/or automated) / Strong problem-solving and analytical skills"
Senior BIM Engineer,Estithmar Holding  -,19 hours ago,"Downtown, Cairo, Egypt",Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Engineering - Construction/Civil/Architecture · Autodesk Revit · Architecture · Engineering · Navisworks · AutoCAD · AutoCAD Architecture · Autodesk Autocad · Autodesk,https://wuzzuf.net/jobs/p/wkg7m79b6smh-senior-bim-engineer-estithmar-holding-cairo-egypt,Confidential,"Bachelor's degree in architecture. / Minimum 4-6 years of experience in BIM implementation and coordination. / Proficiency in BIM tools: Autodesk Revit, Navisworks, AutoCAD, BIM 360, Civil 3D. / Familiarity with Clash Detection, LOD standards, COBie, ISO 19650, and CDE workflows. / Experience in working on large-scale infrastructure or building projects. / Strong knowledge of construction methods, engineering principles, and project lifecycle. / Experience in scripting (Dynamo, Python) is an advantage. / Excellent communication and coordination skills. / BIM certifications (e.g., Autodesk Certified Professional, BRE, buildingSMART) are a plus."
Full Stack Developer,Ibn Sina Pharma -,7 days ago,"Obour City, Cairo, Egypt",Full TimeHybridExperienced · 1 - 3 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Angular · Computer Science · React · HTML · .Net · Node.js · CSS,https://wuzzuf.net/jobs/p/uvdizpluunee-full-stack-developer-ibn-sina-pharma-cairo-egypt,Confidential,Not Specified
AI Prompt Engineer,Inventors Incubator -,2 days ago,"Alexandria, Egypt",Full TimeOn-siteEntry Level · 1+ Yrs of Exp · IT/Software Development · AI · Computer Science · Software Development,https://wuzzuf.net/jobs/p/u8jus9utthq0-ai-prompt-engineer-inventors-incubator-alexandria-egypt,Confidential,"Strong understanding of AI/ML concepts, especially Large Language Models / Experience with prompt engineering and working with AI tools (e.g., ChatGPT, Claude, Windsurf, APIs) / Background in software development (Python, JavaScript, React, Node.js, React Native or similar) / Analytical mindset with strong problem-solving skills / Excellent communication and documentation abilities / Ability to work in a collaborative, fast-paced environment / Experience with AI frameworks and APIs (OpenAI, Hugging Face, etc.) / Familiarity with NLP concepts / Experience in testing and evaluating AI outputs"
Application Support Engineer,e-finance -,19 days ago,"Smart Village, Giza, Egypt",Full TimeOn-siteEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Application Support · Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/brdy8volk233-application-support-engineer-e-finance-giza-egypt,Confidential,"Bachelor's degree in computer science, Engineering, or related discipline with an IT focus is preferred. / • Fresh graduates or maximum 1 year experience in Application support preferred banking and transactions processing fields or Government Projects is a plus / • Analytical thinking and problem determination capabilities. / • System Integrations and APIs, Postman and SOAP UI awareness is a must. / • MS SQL, Oracle SQL hands on Experience is preferable. / • Basic Networking knowledge / • Basic Linux commands. / • Awareness of IT systems Architecture. / • Python Knowledge is a plus. / • Kubernetes and OpenShift knowledge are a plus. / • No-SQL DB knowledge is a plus. / • Kibana logging and ELK knowledge is a plus"
Senior Machine Learning Engineer,Solship -,19 days ago,"Cairo, Egypt",Full TimeRemoteExperienced · 3 - 7 Yrs of Exp · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Machine Learning · Computer Science · Software Engineering,https://wuzzuf.net/jobs/p/7j1nv1ifczfr-senior-machine-learning-engineer-solship-cairo-egypt,Confidential,Not Specified
Software Engineer,Boysen Egypt -,8 days ago,"6th of October, Giza, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · Software Engineering · C/C++ · CAN · Paython,https://wuzzuf.net/jobs/p/gjyttdn4krkd-software-engineer-boysen-egypt-giza-egypt,Confidential,"Bachelor’s degree in computer science, Electrical Engineering, or a comparable qualification / From 3 to 5 years’ experience in embedded software development, ideally in the automotive sector / Knowledge of the programming languages C/C++ and Python / Experience in developing software for real-time operating systems / Knowledge of CAN and LIN bus systems and the corresponding communication protocols / Familiarity with development processes according to ASPICE / Experience in development in accordance with the MISRA-C programming standard is a plus / Knowledge of AUTOSAR Classic and build systems (e.g., CMake, Jenkins) is a plus / Ability to work in a team, structured approach to work, and commitment to quality"
Research Manager,Harvest Foods -,1 month ago,"Sheikh Zayed, Giza, Egypt",Full TimeOn-siteManager · 5 - 7 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Sales/Retail · Market Research · Research · Forecasting,https://wuzzuf.net/jobs/p/h5twgkjrm78k-research-manager-harvest-foods-giza-egypt,Confidential,"Bachelor’s/master’s degree in marketing, Business, Economics, Statistics, or related field. / 5–7 years of experience in market research agencies (Nielsen, Ipsos, Kantar, etc.) is a must. / Strong expertise in consumer panel data, retail audits, and advanced forecasting models. / Proficiency in statistical software (SPSS, R, Python, or equivalent) and data visualization tools (Power BI, Tableau). / Excellent communication and presentation skills, with the ability to influence senior stakeholders. / Strong business acumen and understanding of FMCG dynamics."
Odoo Specialist,YONI Furniture  -,1 month ago,"Cairo, Egypt",Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · ERP · Information Technology (IT) · Odoo · ERP Implementation,https://wuzzuf.net/jobs/p/jxxfiisdgagk-odoo-specialist-yoni-furniture-cairo-egypt,Confidential,"Bachelor’s degree in Computer Science, Information Systems, Business Information Technology, or a related field. / 1-3 years of experience in Odoo implementation or ERP systems. / Strong understanding of Odoo modules (Sales, CRM, Accounting, Inventory, HR, etc.). / Experience with business process analysis and ERP implementation projects. / Basic understanding of Python, PostgreSQL, and Odoo framework is a plus. / Experience with data migration and system integration. / Strong analytical and problem-solving skills. / Excellent communication and stakeholder management skills. / Very good command of English."
Senior Odoo Developer,Arma-HSA -,1 month ago,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Odoo · Software Development · Computer Science · Information Technology (IT) · Agile · CSS · Engineering · HTML5 · JavaScript,https://wuzzuf.net/jobs/p/gtiricpm78pb-senior-odoo-developer-arma-hsa-cairo-egypt,Confidential,"Education: Bachelor's degree in computer science, Information Technology, Software Engineering, or a related field. / Experience: A minimum of 3-5 years of dedicated experience in Odoo development and customization. / Odoo Certification: Official Odoo Functional or Technical certification is highly desirable. / Expert-level knowledge of Python and the Odoo framework (including the ORM API). / Strong proficiency in PostgreSQL with the ability to write efficient SQL queries. / Solid understanding of web technologies: JavaScript, HTML5, CSS, XML, and QWeb. / Extensive experience with API integrations (XML-RPC, REST). / Excellent problem-solving, analytical, and critical-thinking skills. / Strong communication and interpersonal skills, with the ability to explain complex technical concepts to nontechnical stakeholders. / Experience working in an Agile/Scrum development environment. / Familiarity with SAP systems is highly preferred and/or FMCG industry experience"
Cyber Security Engineer,Saudi German Hospital  -,29 days ago,"New Nozha, Cairo, Egypt",Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Computer Science · Cyber Security · Engineering · Information Technology (IT) · Security · Fortinet · Information Security · Cisco · Linux,https://wuzzuf.net/jobs/p/xzcakglqc9b7-cyber-security-engineer-saudi-german-hospital-cairo-egypt,Confidential,"Bachelor’s degree in Computer Science, Information Security, or related field. / 5–10 years of experience in cybersecurity or information security. / Strong knowledge of network security, firewalls, VPNs, IDS/IPS, and SIEM tools. / Experience with security tools such as (e.g., Splunk, Fortinet, Palo Alto, Cisco Security). / Familiarity with operating systems (Windows, Linux) and cloud security (AWS, Azure is a plus). / Knowledge of security frameworks and standards (ISO 27001, NIST, etc.). / Experience in incident response and threat analysis. / Relevant certifications are a plus (CISSP, CEH, CISM, Security+). / Strong analytical and problem-solving skills. / Good communication skills and ability to work in a team environment."
Senior AI Backend Engineer - Remotely,Taa Consultancy -,1 month ago,"Cairo, Egypt",Full TimeRemoteExperienced · 4 - 7 Yrs of Exp · IT/Software Development · AI · Computer Science · Software Development · Software Engineering,https://wuzzuf.net/jobs/p/hhik01jhfm0o-senior-ai-backend-engineer-remotely-taa-consultancy-cairo-egypt,Confidential,"5+ Years of Experience. / Python & Frameworks: Django and/or FastAPI in production, async Python (asyncio, async/await) / AI Integration: LLM APIs (OpenAI, Gemini, etc.), prompt engineering, token/cost optimization / Databases: PostgreSQL (query optimization, indexing), Redis (caching, queuing)  Async Processing: Celery or equivalent, message brokers (RabbitMQ, Redis, SQS) / DevOps: Docker, Git, cloud platforms (AWS/GCP), CI/CD pipelines / API Design: RESTful principles, authentication, rate limiting, error handling."
Full Stack Developer,Riyada -,2 months ago,"Maadi, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Computer Science · JavaScript,https://wuzzuf.net/jobs/p/p4pzoizjqjn3-full-stack-developer-riyada-cairo-egypt,Confidential,"Bachelor’s degree in computer science, Information Technology, or related field. / Strong knowledge of front-end and back-end languages (e.g., JavaScript, Python, Java, Ruby). / Experience with modern frameworks (e.g., React, Angular, Node.js). / Proficiency in SQL and/or NoSQL database design. / Experience with Git, Docker, and API design. / Have strong collaboration, attention to detail, and analytical skills to complement their technical skills. / Ability to learn continuously and keep up with modern technologies."
Middle Automation QA Engineer.,Vertex Technologies  -,26 days ago,"Cairo, Egypt",Full TimeOn-siteExperienced · 2+ Yrs of Exp · IT/Software Development · Quality · Test Automation · Selenium · Cypress · CI/CD · API Testing · Agile Methodologies · Bug Tracking · Quality Assurance,https://wuzzuf.net/jobs/p/uusoe8wzc6ov-middle-automation-qa-engineer-vertex-technologies-cairo-egypt,Confidential,At least 2 years of commercial experience as a QA automation engineer. / Proficiency in a test automation-capable programming language (Python\JS\TS\C#…). / Deep understanding of Agile methodology and software development principles. / Experience in developing end-to-end UI and\or API tests. / Experience in working with bug-tracking and test management systems. / Experience with Git. / English skills at the upper-intermediate or higher level.
Junior Automation QA Engineer,Vertex Technologies  -,8 days ago,"Cairo, Egypt",Full TimeOn-siteEntry Level · 1+ Yrs of Exp · IT/Software Development · Quality · Automation Testing · Agile Methodologies · SDLC · Software Quality Assurance · Problem Solving · Team Collaboration,https://wuzzuf.net/jobs/p/0kvgq7bbtvmc-junior-automation-qa-engineer-vertex-technologies-cairo-egypt,Confidential,"At least 1 year of hands-on experience with one programming language, such as Python, JavaScript, or C# / Basic understanding of automated testing concepts and tools / Understanding of Agile methodology and software development principles / Strong problem-solving and analytical skills / English skills at the upper-intermediate or higher level / Experience in working with bug-tracking systems and version control systems"
Senior Database Admin & Developer (SQL),BI-Technologies -,26 days ago,"New Cairo, Cairo, Egypt",Full TimeHybridExperienced · 5+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Database Administrator · Information Technology (IT) · Computer Science · Database · SQL · backend · API,https://wuzzuf.net/jobs/p/zj23qr0die8o-senior-database-admin-developer-sql-bi-technologies-cairo-egypt,Confidential,"Technical Proficiency: Expert-level knowledge of RDBMS (mainly MS SQL Server) and SQL. / Development Skills: Experience with database programming (Stored Procedures, Triggers, Views) and scripting languages (e.g., PowerShell, Python). / Analytical Skills: Strong problem-solving and debugging abilities for performance issues. / Education: Bachelor’s degree in Computer Science, IT, or related field, often with 3-5+ years of experience."
Senior AI Engineer,Fixed Solutions -,2 months ago,"Cairo, Egypt",Full TimeHybridExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · AI · Computer Science · Engineering · Information Technology (IT) · Software Development,https://wuzzuf.net/jobs/p/9usjkdrrogts-senior-ai-engineer-fixed-solutions-cairo-egypt,Confidential,Not Specified
Testing Engineer,Efada Technology -,29 days ago,"Cairo, Egypt",Full TimeRemoteExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · API · Appium · Architecture · Design · AWS · Linux · Docker,https://wuzzuf.net/jobs/p/isndrwtncedg-testing-engineer-efada-technology-cairo-egypt,Confidential,"Comfortable working on Linux/Ubuntu / Very good understanding of Client-server architecture and Web architecture / Git & Linux essentials / Design Tests cases that are concise, atomic, durable, understandable, deterministic and accurat / (CADUDA) / HTTP, SOAP & REST APIs / Relational & NoSQL Databases / Python3 programming / Average understanding of following testing tools/framework / o Selen / o Appium / Zephyr Scale, OWASP Zed Attack Proxy (ZAP), Grafana K / Docker Containers basics (Building & Running), Kubernete / AWS Basics (Lambda Functions, S3, SQS, DynamoDB, ECS, API Gateway) / Gitlab-CI/GitHub Pipeline / Swagger/OAS3, JWT, OAuth2, OpenID Connect"
Middle DevOps Engineer,Vertex Technologies  -,2 months ago,"Cairo, Egypt",Full TimeOn-siteEntry Level · 1+ Yrs of Exp · IT/Software Development · Linux · network fundamentals · web server setup · application deployments · database setup · cloud platforms · Git · Docker · Kubernetes,https://wuzzuf.net/jobs/p/m2vfkpth4l4x-middle-devops-engineer-vertex-technologies-cairo-egypt,Error fetching,Error fetching
Senior Data Engineer,GB Corp -,1 month ago,"Giza, Egypt",Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · Engineering,https://wuzzuf.net/jobs/p/desxrlp7krfz-senior-data-engineer-gb-corp-giza-egypt,Error fetching,Error fetching
Cybersecurity Engineer,Dewan Architects and Engineers  -,19 days ago,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Computer Science · Cybersecurity · Information Technology (IT) · BIM 360 · AEC platforms · Automation · Automation Systems · SIEM · MFA,https://wuzzuf.net/jobs/p/jgxwmzsx9myh-cybersecurity-engineer-dewan-architects-and-engineers-cairo-egypt,Error fetching,Error fetching
Middle Data Scientist,Vertex Technologies  -,2 months ago,"Cairo, Egypt",Full TimeOn-siteExperienced · 2+ Yrs of Exp · IT/Software Development · Data Analysis · Machine Learning · Statistical Modeling · Data Visualization · Big Data Technologies · Problem Solving · Communication · LLM orchestration tools · Databases,https://wuzzuf.net/jobs/p/ytubatrtqqp2-middle-data-scientist-vertex-technologies-cairo-egypt,Error fetching,Error fetching
AI Developer (Outsource),Prometeon tyres group – Egypt -,1 month ago,"Alexandria, Egypt",Full TimeOn-siteEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AI · Computer Science · Information Technology (IT) · Software Development,https://wuzzuf.net/jobs/p/xvz7wojwcxo4-ai-developer-outsource-prometeon-tyres-group-egypt-alexandria-egypt,Error fetching,Error fetching
"Senior AI Engineer (LLM, RAG & AI Systems for CX & Enterprise Solutions)",Confidential -,2 months ago,"Nasr City, Cairo, Egypt",Part TimeFreelance / ProjectRemoteExperienced · 2 - 6 Yrs of Exp · IT/Software Development · Artificial Intelligence (AI) · Software Development · Engineering · AI,https://wuzzuf.net/jobs/p/jnb8wlrudou3-senior-ai-engineer-llm-rag-ai-systems-for-cx-enterprise-solutions-cairo-egypt,Confidential,"Design and implement scalable AI system architectures integrated with existing platforms / Lead AI integration with enterprise systems, including .NET-based applications / Build and maintain:AI-powered APIs and servicesIntegration layers between AI systems and backend platformsRAG pipelines and knowledge systems / AI-powered APIs and services / Integration layers between AI systems and backend platforms / RAG pipelines and knowledge systems / Act as the AI technical reference for the team / Drive adoption of AI tools and AI-assisted development practices across engineering teams / Define best practices for:LLM usage and prompt engineeringRAG architecturesAI testing, evaluation, and monitoring / LLM usage and prompt engineering / RAG architectures / AI testing, evaluation, and monitoring"
"AI Engineer (Computer Vision, Speech, NLP & Generative AI)",Madar Soft -,1 month ago,"Fleming, Alexandria, Egypt",Full TimeRemoteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AI · Computer Science · Computer Vision · Engineering · Information Technology (IT) · NLP,https://wuzzuf.net/jobs/p/w0bib0poknfj-ai-engineer-computer-vision-speech-nlp-generative-ai-madar-soft-alexandria-egypt,Confidential,"Education: Bachelor’s or Master’s degree in Computer Science, Data Science, Statistics, or related field. / Experience: 3–5 years of hands-on experience developing and deploying machine learning models in production. / Technical Skills: / Strong programming skills in Python; familiarity with data science libraries (NumPy, Pandas, etc.). / Deep expertise in ML/DL frameworks: TensorFlow, PyTorch, Scikit-learn. / Experience with Computer Vision (YOLO, OpenCV) and Speech Recognition (NVIDIA Riva, Whisper, Kaldi, etc.). / Knowledge of LLMs and prompt engineering; experience with generative AI is a plus. / Proficiency in model training, fine-tuning, and deployment (ONNX, TensorRT, etc.). / Familiarity with NVIDIA tools (CUDA Toolkit, TAO Toolkit, DeepStream) is a bonus. / Strong Linux skills (Ubuntu, Bash scripting, system configuration). / Soft Skills: Excellent communication, problem-solving, and teamwork abilities. Able to explain complex concepts to non-technical stakeholders. / Bonus Points: / Experience with cloud AI platforms (AWS SageMaker, GCP Vertex AI, Azure ML). / MLOps experience (CI/CD, model monitoring, automated pipelines)."
Identity & Access Management (IAM) Specialist,Dewan Architects and Engineers  -,1 month ago,"New Cairo, Cairo, Egypt","Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Access Management · Access Control · Information Technology (IT) · SSOP · federation (SAML 2.0, OAuth 2.0, OpenID Connect) · Security · Ticketing Systems",https://wuzzuf.net/jobs/p/vwoat2aerxxx-identity-access-management-iam-specialist-dewan-architects-and-engineers-cairo-egypt,Confidential,"Bachelor’s degree in Computer Science, Information Technology, Cybersecurity, or a related field (or equivalent experience). / 3+ years of hands-on experience in IAM / Access Management / Directory Services in an enterprise environment. / Strong working knowledge of Active Directory, Entra ID (Azure AD), group/role management, and identity lifecycle processes. / Experience with SSO and federation (SAML 2.0, OAuth 2.0, OpenID Connect) and MFA/conditional access policy design. / Familiarity with ticketing processes, change control, and maintaining clear support records in a fast-paced environment. / Strong troubleshooting and communication skills; ability to work independently and as part of a team. / Willingness to participate in occasional off-hours/weekend support for upgrades and initiatives."
Senior Full-Stack Engineer Backend · Frontend · DevOps · Cloud Infrastructure,Confidential -,2 months ago,"Munich, Germany",Full TimeRemoteExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Cloud · DevOps · Information Technology (IT) · Software Development · Computer Science · Software Engineering,https://wuzzuf.net/jobs/p/gsoalsfptcfl-senior-full-stack-engineer-backend-frontend-devops-cloud-infrastructure-munich-germany,Confidential,"2 – 5 years of hands-on professional experience in full-stack software development / Deep working knowledge of at least one backend framework (Fastify, NestJS, FastAPI, Gin, or ASP.NET Core) / Solid frontend experience with React or Next.js — you understand how the browser renders and optimizes content, not just how to write components / Strong SQL fundamentals: schema design, normalization, indexing, query planning, and performance tuning in PostgreSQL / Experience with MongoDB: schema design for document-oriented data, aggregation pipelines, indexing strategies / Practical experience with Docker — containerizing applications, writing multi-stage Dockerfiles, running Docker Compose environments / Familiarity with at least one cloud platform — AWS, Hetzner, or equivalent — for deploying and operating live production services / Understanding of web performance: what affects load times, how to measure it (Lighthouse, WebPageTest, Core Web Vitals), and how to fix it / Solid grasp of web security principles: OWASP Top 10, secure coding practices, secrets management, and dependency vulnerability awareness / Experience writing unit, integration, and end-to-end tests (Jest, Vitest, Playwright, Cypress, or equivalent) / Strong command of English for asynchronous and synchronous communication with an international team"
Senior Devops Engineer,Link Development -,28 days ago,"Maadi, Cairo, Egypt",Full TimeHybridExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Computer Science · DevOps · Information Technology (IT),https://wuzzuf.net/jobs/p/o1elefygyccj-senior-devops-engineer-link-development-cairo-egypt,Confidential,Microsoft Certified: DevOps Engineer Expert – Required / Azure Administrator/Developer Associate – Required / Kubernetes or Terraform certifications – Preferred
Database Vendor Support,Efada Technology -,2 months ago,"Cairo, Egypt",Full TimeOn-siteExperienced · 4+ Yrs of Exp · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Customer Support · Database · Information Technology (IT) · SQL · Linux · Microsoft SQL Server,https://wuzzuf.net/jobs/p/ongwukao8xnv-database-vendor-support-efada-technology-cairo-egypt,Confidential,"Bachelor’s degree in computer science, Information Systems, or equivalent experience. / 4+ years of hands-on DBA experience with strong, demonstrable expertise in at least two of: MongoDB, MySQL/MariaDB, Microsoft SQL Server. / Proven track record of resolving complex production incidents and driving long-term improvements. / Deep SQL expertise and experience optimizing complex queries, indexing strategies, and execution plans; familiarity with MongoDB query optimization and sharding strategies. / Strong experience with HA, replication, clustering, sharding, and disaster recovery design and operations. / Hands-on experience with cloud-managed database services (AWS RDS/Aurora, Azure SQL, Google Cloud SQL, MongoDB Atlas) and hybrid cloud deployments. / Experience with database migration projects, schema evolution strategies, and zero-downtime deployment techniques. / Proficiency with monitoring/observability tools and log analysis; strong diagnostic skills for performance and resource-related issues. / Scripting/automation skills (Python, Bash, PowerShell) and experience with configuration management / IaC (Ansible, Terraform, CI/CD tooling). / Solid understanding of Linux and Windows server environments, storage, and networking as they relate to database performance. / Excellent communication skills; comfortable coordinating with vendors (MongoDB, Microsoft, Oracle, etc.) and presenting technical information to stakeholders. / Strong documentation skills and commitment to operational excellence and compliance. / English proficiency required for vendor interaction and technical documentation."
